,User ID,Idade Cliente,Genero,UF,Categoria Produto,Tempo_Site,Paginas_Visitadas,Valor_Carrinho,Frete,Usou Cupom,Comprou,Status Pedido,Qtd Itens
2267,1282.0,25,Masculino,CE,ELETRONICOS,5,6,150,10,sim,sim,cancelado,
2268,1039.0,30,,RJ,casa,5,5,R$400,20,,0,,2
2269,1485.0,30,, sp ,,999,8,150,,SIM,sim,pendente,4
2270,1928.0, 35 ,F,RJ,eletronicos,2,4,300,R$ 30,nao,1,cancelado,2
2271,1219.0,25,  M,,,999,5,150,0,nao,1,,10
2272,2014.0,35,f,XX,Mercado,2,100,R$ 400,10,NAO,0,,1
2273,2023.0,,m,ce,ELETRONICOS,,100,,R$ 30,Sim ,1,pago,4
2274,1612.0,30,M,SP,Roupas,2,4,150,R$ 30,,cancelado,,4
2275,1927.0,25,m,,mercado,15,6,R$400,0,Sim ,sim,,1
2276,1687.0,55,,ce,mercado,,2,,25.5,não,sim,pago,4
2277,1612.0,,,XX,ELETRONICOS,2,3,R$ 400,0,SIM,cancelado,,
2278,1259.0,30,  M,,ELETRONICOS,,100,200,25.5,nao,cancelado,cancelado,
2279,1989.0,trinta,m,PE,casa,999,6,R$400,R$ 30,nao,cancelado,cancelado,0
2280,1965.0,,m,,casa,25,0,R$ 400,20,não,1,,0
2281,1365.0,25,f,CE,Roup@,0,5,quatrocentos,10,,cancelado,,2
2282,1543.0,22,  M, sp ,Roupas,25,2,150,0,Sim ,sim,pago,3
2283,1648.0,trinta,  M,SP,Eletronicos,15,8,150,20,SIM,cancelado,,2
2284,1813.0,55,F,,Roupas,15,6,0,20,Sim ,0,,3
2285,2039.0, 35 ,Masculino,ce,casa,999,2,150,0,SIM,nao,,1
2286,1574.0,18,  M,RJ,Roup@,999,6,R$ 400,gratis,,nao,PAGO,4
2287,2012.0,25,  M,SP,eletronicos,,0,200,R$ 30,Sim ,0,,2
2288,1669.0,35,Feminino,,ELETRONICOS,10,1,300,gratis,NAO,sim,pendente,4
2289,1268.0,25,,XX,Casa,999,4,150,25.5,nao,1,pago,2
2290,1923.0,18,m,,,10,1,200,20,,cancelado,pendente,2
2291,1246.0,55,M,,,5,2,quatrocentos,10,,1,PAGO,0
2292,1130.0,55,m,PE,Roupas,5,1,R$ 400,10,não,0,pendente,3
2293,1352.0,trinta,F,SP,Roupas,,6,R$400,20,,0,,1
2294,1195.0,30,F,SP,roupas ,15,6,0,gratis,,1,cancelado,3
2295,1929.0,35,F,SP,casa,25,1,quatrocentos,R$ 30,SIM,sim,pago,4
2296,2021.0,trinta,Masculino, sp ,Casa,5,4,150,20,não,nao,pago,2
2297,1644.0,35,M,XX,Mercado,,4,0,,SIM,0,,4
2298,1226.0,35,f, sp ,roupas ,-5,0,,25.5,,0,,0
2299,1700.0,18,Masculino,SP,Eletronicos,10,6,200,20,SIM,1,pendente,
2300,1264.0,trinta,F,PE,Roupas,0,2,300,0,nao,1,cancelado,2
2301,1645.0,35,Masculino,RJ,Roup@,-5,5,300,gratis,SIM,sim,,3
2302,1210.0,42,f,PE,Roup@,0,4,300,0,Sim ,cancelado,PAGO,3
2303,1942.0,18,,ce,Mercado,0,4,quatrocentos,0,sim,sim,PAGO,2
2304,1456.0,,M,XX,mercado,999,0,300,20,Sim ,cancelado,pendente,
2305,1724.0,55,Masculino,,roupas ,999,5,100,R$ 30,sim,sim,PAGO,1
2306,1981.0,18,M,SP,roupas ,25,3,300.0,20,nao,nao,cancelado,3
2307,1587.0,,f,,Roup@,15,4,100,R$ 30,nao,1,,1
2308,1475.0,22,,RJ,,25,1,300,10,Sim ,0,pago,4
2309,1985.0,22,M,,Roup@,,6,quatrocentos,R$ 30,sim,0,,0
2310,1155.0,35,F,PE,ELETRONICOS,0,4,0,0,,sim,,1
2311,1189.0,trinta,M,RJ,Roup@,10,6,R$ 400,20,,cancelado,pendente,1
2312,1980.0,55,  M, sp ,casa,10,2,300.0,10,,1,,
2313,1545.0,18,F,,Roup@,2,5,R$400,,,nao,pago,3
2314,1040.0,trinta,M,XX,,25,100,100,0,nao,0,,10
2315,1306.0,18,Feminino,PE,roupas ,0,0,R$ 400,10,SIM,1,pago,2
2316,1942.0,18,Feminino,RJ,ELETRONICOS,999,3,50,gratis,SIM,0,pendente,
2317,1337.0,42,F,PE,Eletronicos,,1,R$400,25.5,sim,0,pago,2
2318,2098.0,22,M,RJ,roupas ,-5,3,0,0,,1,PAGO,10
2319,1952.0,18,m,RJ,Roup@,2,0,quatrocentos,20,sim,1,,10
2320,1278.0,42,Masculino,,Roup@,-5,3,300.0,R$ 30,não,1,,
2321,1895.0,22,Feminino,PE,Roup@,,5,quatrocentos,gratis,SIM,1,,10
2322,1272.0,42,m,,ELETRONICOS,15,2,0,,Sim ,0,cancelado,4
2323,1836.0,trinta,,ce,Roupas,-5,1,0,10,não,1,cancelado,3
2324,1619.0,30,Masculino,XX,ELETRONICOS,,5,0,25.5,,sim,cancelado,3
2325,1861.0,22,F,ce,eletronicos,2,5,150,R$ 30,,nao,pendente,0
2326,1930.0,,Feminino,CE,casa,,6,300.0,0,sim,1,cancelado,2
2327,1288.0, 35 ,,SP,Casa,15,2,50,25.5,,0,,3
2328,1723.0,30,Feminino,ce,,999,100,100,gratis,nao,sim,,10
2329,1892.0,trinta,f, sp ,casa,10,2,150,25.5,Sim ,1,,4
2330,1271.0,18,Feminino,XX,Roup@,5,2,300,0,NAO,0,pago,
2331,2089.0,55,,SP,,999,5,R$400,gratis,NAO,1,PAGO,0
2332,1482.0,trinta,,,Casa,999,100,150,10,,sim,cancelado,2
2333,1935.0,42,F, sp ,Eletronicos,10,4,300,0,,sim,cancelado,2
2334,1247.0,42,,SP,mercado,999,6,300.0,25.5,,1,cancelado,2
2335,1155.0,42,Feminino,SP,roupas ,0,2,150,0,nao,1,PAGO,0
2336,2070.0,42,F,RJ,Roupas,,4,300,gratis,NAO,0,,
2337,1453.0,trinta,M,CE,mercado,0,100,100,25.5,nao,0,cancelado,
2338,1200.0,55,Feminino,,ELETRONICOS,999,2,200,10,Sim ,0,pago,4
2339,1123.0,25,  M,PE,eletronicos,5,1,,,nao,0,pendente,
2340,1000.0,42,Masculino,ce,Mercado,2,4,quatrocentos,,,0,PAGO,4
2341,1967.0,25,,XX,casa,5,4,300,R$ 30,sim,cancelado,pago,0
2342,1854.0,55,,CE,mercado,15,1,300.0,20,Sim ,sim,,3
2343,1639.0,55,f,RJ,eletronicos,,4,300,10,não,1,pago,2
2344,1190.0,30,  M,RJ,Roup@,-5,3,300.0,0,não,cancelado,PAGO,10
2345,1515.0,22,,SP,ELETRONICOS,,2,300,20,NAO,cancelado,,1
2346,1441.0, 35 ,Feminino,,ELETRONICOS,,4,50,R$ 30,,cancelado,PAGO,3
2347,1142.0,35,F,ce,roupas ,,0,300.0,R$ 30,,1,pendente,4
2348,1532.0, 35 ,  M,CE,Casa,999,8,R$ 400,gratis,sim,nao,pendente,2
2349,1226.0,trinta,,SP,Casa,0,100,300.0,R$ 30,,0,,4
2350,1948.0,35,Masculino,CE,,-5,0,150,,não,cancelado,,2
2351,1459.0,55,F, sp ,mercado,5,1,150,25.5,SIM,nao,,0
2352,1550.0,,f,,Eletronicos,2,2,300,25.5,,nao,pago,0
2353,1392.0, 35 ,m,XX,,25,2,R$400,gratis,SIM,0,,10
2354,1844.0,30,f,ce,Casa,999,0,200,R$ 30,NAO,0,pendente,0
2355,1209.0,22,  M,RJ,Casa,10,4,50,0,,1,,3
2356,1645.0, 35 ,,,Roup@,-5,100,200,10,NAO,1,PAGO,10
2357,1218.0,22,M,PE,Roup@,25,2,100,,NAO,sim,cancelado,10
2358,1406.0,25,,,eletronicos,999,4,quatrocentos,20,,0,pago,10
2359,1887.0,trinta,Masculino,ce,ELETRONICOS,0,1,R$ 400,gratis,não,sim,PAGO,4
2360,1557.0,22,  M, sp ,ELETRONICOS,0,3,200,R$ 30,sim,0,pago,2
2361,1549.0,25,M,ce,ELETRONICOS,-5,6,quatrocentos,0,nao,0,pago,1
2362,1141.0,42,F,XX,eletronicos,-5,100,50,0,nao,0,PAGO,4
2363,1611.0,25,M,XX,Mercado,15,1,,20,NAO,nao,pendente,2
2364,1500.0,trinta,Masculino,CE,Roup@,999,5,150,gratis,Sim ,1,,1
2365,1839.0,30,Feminino,SP,eletronicos,0,2,200,10,NAO,sim,pago,2
2366,1701.0,,,XX,ELETRONICOS,999,8,150,,,sim,,1
2367,1595.0,42,,,mercado,-5,4,200,10,,1,pendente,2
2368,1280.0,55,  M,PE,Roup@,2,5,quatrocentos,gratis,nao,1,,1
2369,1423.0,18,Masculino, sp ,Roupas,15,0,,25.5,nao,sim,,3
2370,1855.0,25,m,RJ,Casa,-5,2,150,,nao,1,pago,10
2371,1269.0,25,,XX,Roup@,,3,100,R$ 30,,1,cancelado,3
2372,1153.0,22,Masculino,RJ,Roup@,5,5,0,10,,0,cancelado,1
2373,1613.0,55,m,XX,ELETRONICOS,25,4,150,25.5,não,1,,0
2374,1661.0, 35 ,m,,,,5,R$400,gratis,sim,cancelado,pago,
2375,1082.0,30,m,RJ,casa,,3,0,R$ 30,NAO,0,cancelado,1
2376,1946.0,35,Feminino,SP,Mercado,0,100,300.0,0,SIM,nao,PAGO,0
2377,1898.0,25,M,SP,Roup@,-5,0,50,0,NAO,1,PAGO,10
2378,1283.0,,f,PE,eletronicos,,6,R$ 400,0,NAO,0,cancelado,2
2379,1979.0, 35 ,,,Eletronicos,999,1,300,gratis,sim,0,,1
2380,1172.0,30,m,SP,ELETRONICOS,0,4,0,,Sim ,0,,0
2381,2086.0,35,Masculino,PE,ELETRONICOS,0,8,quatrocentos,25.5,,0,cancelado,10
2382,2096.0,18,F,SP,casa,-5,5,200,R$ 30,NAO,0,,1
2383,1762.0,,F,SP,roupas ,-5,4,R$ 400,25.5,NAO,1,,3
2384,1632.0,22,  M,SP,Eletronicos,5,100,,R$ 30,nao,sim,,3
2385,1786.0, 35 ,m,CE,,,0,100,,,0,PAGO,1
2386,1942.0,22,Masculino,PE,Roupas,15,3,150,gratis,não,0,pendente,1
2387,2011.0,35,m,SP,Casa,,6,300.0,0,sim,0,pago,4
2388,1397.0,30,Feminino,,roupas ,10,4,,gratis,não,nao,pendente,10
2389,1933.0,25,m,,mercado,25,8,300,0,nao,0,,
2390,1675.0,42,,XX,Roup@,25,1,300.0,25.5,NAO,1,,3
2391,1935.0,30,F, sp ,mercado,-5,1,R$400,20,NAO,sim,pendente,2
2392,1464.0,,m,RJ,Roupas,15,6,R$400,10,SIM,nao,,1
2393,1285.0,55,,XX,eletronicos,15,8,50,25.5,não,1,pendente,4
2394,1264.0,trinta,,CE,Mercado,2,100,100,gratis,nao,0,PAGO,
2395,1319.0,25,M,,eletronicos,0,8,150,gratis,sim,sim,,10
2396,1672.0,42,,SP,eletronicos,15,100,50,0,,1,PAGO,1
2397,1819.0,trinta,F, sp ,eletronicos,25,100,200,10,,sim,pendente,3
2398,1088.0, 35 ,  M, sp ,Eletronicos,,0,300,R$ 30,,nao,cancelado,0
2399,1820.0,,Feminino,RJ,ELETRONICOS,15,8,,25.5,NAO,1,cancelado,10
2400,2000.0,trinta,F,PE,Roup@,2,3,R$ 400,,SIM,cancelado,pago,0
2401,1333.0,18,Masculino,RJ,Casa,,3,50,10,SIM,sim,cancelado,3
2402,1221.0,25,  M, sp ,Eletronicos,25,5,300,10,,1,pago,2
2403,1040.0,22,,CE,roupas ,-5,8,R$400,25.5,Sim ,0,pendente,10
2404,1067.0,30,m,,roupas ,10,8,200,0,sim,0,pago,4
2405,1987.0,55,M,,Eletronicos,15,1,0,R$ 30,,0,pago,1
2406,1513.0,22,  M,,Roupas,,0,R$ 400,0,SIM,nao,pago,1
2407,1694.0,42,Masculino, sp ,mercado,2,1,150,,sim,cancelado,PAGO,
2408,2039.0,25,Masculino,CE,Eletronicos,25,4,R$ 400,0,,1,pago,1
2409,1476.0,30,  M,RJ,Eletronicos,999,2,150,20,NAO,sim,,4
2410,2085.0,trinta,M,CE,Casa,-5,5,,10,,sim,,4
2411,1880.0,25,,ce,Casa,15,6,R$ 400,20,,1,pendente,3
2412,1431.0,trinta,Masculino,RJ,ELETRONICOS,-5,4,R$400,0,Sim ,0,PAGO,4
2413,1267.0, 35 ,,SP,Casa,2,4,200,R$ 30,nao,cancelado,,1
2414,2058.0,18,Masculino,RJ,ELETRONICOS,0,8,200,25.5,,cancelado,pendente,10
2415,1778.0,35,  M,SP,eletronicos,,4,50,0,,0,PAGO,
2416,1493.0,25,m,,mercado,10,2,R$400,25.5,sim,0,pendente,1
2417,1660.0,42,F,RJ,Roupas,15,4,,gratis,,0,cancelado,4
2418,2012.0,trinta,Feminino,SP,mercado,999,8,150,10,nao,1,pendente,4
2419,2058.0,22,Masculino,ce,ELETRONICOS,25,1,100,25.5,Sim ,1,cancelado,
2420,1976.0, 35 ,,CE,Casa,25,4,50,0,nao,1,cancelado,3
2421,1481.0,42,f,PE,Eletronicos,2,6,100,20,sim,0,,0
2422,1727.0,55,m,,Roup@,0,0,150,25.5,nao,sim,pendente,4
2423,1479.0,35,,CE,eletronicos,5,0,R$400,,sim,0,cancelado,0
2424,2088.0, 35 ,,ce,casa,2,100,300,R$ 30,não,cancelado,,2
2425,2031.0,18,Feminino,PE,roupas ,0,5,quatrocentos,gratis,,1,PAGO,
2426,1342.0,35,M, sp ,ELETRONICOS,25,2,200,0,Sim ,1,cancelado,0
2427,1331.0,,M,XX,mercado,25,3,R$400,,sim,0,pago,4
2428,1437.0,trinta,Feminino,,Casa,,2,R$ 400,gratis,não,1,PAGO,1
2429,1173.0,,m,CE,,10,100,300,R$ 30,não,0,,1
2430,1558.0,42,m,PE,eletronicos,2,6,100,R$ 30,Sim ,0,PAGO,4
2431,1526.0,55,Feminino, sp ,roupas ,999,1,300.0,20,NAO,0,PAGO,3
2432,1658.0,30,m,XX,,25,3,quatrocentos,gratis,Sim ,1,pago,10
2433,1025.0,18,Feminino,XX,casa,25,8,300,R$ 30,sim,cancelado,pago,4
2434,1819.0,,Masculino,,,999,8,,25.5,NAO,1,pago,4
2435,1604.0,30,f,,Eletronicos,999,5,R$ 400,R$ 30,,0,pago,10
2436,1405.0,trinta,,,Eletronicos,5,3,300,R$ 30,Sim ,sim,,3
2437,1231.0,30,F,,ELETRONICOS,10,8,,25.5,Sim ,nao,pago,3
2438,1532.0,25,  M,,ELETRONICOS,2,5,quatrocentos,0,,cancelado,,2
2439,1504.0,55,f, sp ,Casa,10,6,150,20,Sim ,0,,2
2440,1178.0,22,F,,Roup@,15,3,quatrocentos,20,,sim,,2
2441,1131.0,30,  M,RJ,Casa,-5,6,300.0,10,Sim ,cancelado,,3
2442,1347.0,42,M, sp ,Roupas,,8,300.0,,NAO,sim,pago,0
2443,1539.0,55,f,ce,,25,0,,10,sim,1,,4
2444,1771.0,35,,,eletronicos,2,2,R$ 400,25.5,não,0,PAGO,
2445,1075.0, 35 ,f,PE,eletronicos,5,2,50,R$ 30,Sim ,0,cancelado,2
2446,1578.0,35,m,PE,mercado,5,6,,gratis,,1,cancelado,
2447,1853.0,,F,ce,Eletronicos,,0,300,R$ 30,não,0,,0
2448,1193.0,35,m, sp ,Mercado,-5,5,100,R$ 30,não,0,pago,4
2449,1346.0,25,M,PE,Casa,5,1,R$ 400,gratis,não,nao,pendente,10
2450,1950.0,,,SP,mercado,2,1,150,0,Sim ,cancelado,cancelado,10
2451,1213.0,18,M,SP,ELETRONICOS,25,100,150,20,Sim ,nao,,10
2452,1572.0,22,m,RJ,eletronicos,2,4,50,25.5,nao,1,,
2453,1779.0,30,m,SP,ELETRONICOS,,1,300,gratis,Sim ,1,cancelado,0
2454,1261.0,18,F,CE,Casa,10,0,300,10,,0,PAGO,10
2455,1729.0,55,Masculino,,roupas ,5,2,0,25.5,Sim ,sim,cancelado,1
2456,1282.0,35,m,SP,ELETRONICOS,0,2,50,0,SIM,nao,,1
2457,1361.0,25,m,CE,Mercado,10,1,100,25.5,sim,nao,pago,10
2458,1440.0,,,,eletronicos,25,1,200,gratis,SIM,0,pago,2
2459,,55,f,,Casa,999,100,quatrocentos,,nao,cancelado,,4
2460,1752.0, 35 ,f,PE,mercado,5,1,0,0,,nao,cancelado,0
2461,1866.0,22,m,,Roup@,25,6,0,R$ 30,NAO,sim,pendente,0
2462,1141.0,30,M,XX,Roup@,999,8,200,10,,1,,10
2463,1748.0, 35 ,,XX,Casa,2,4,200,10,SIM,1,,3
2464,1652.0,,M,CE,Roup@,15,5,0,gratis,SIM,cancelado,cancelado,
2465,1700.0,25,  M, sp ,eletronicos,25,4,200,0,SIM,1,,2
2466,1997.0,22,Masculino,PE,,10,4,200,10,sim,0,pago,2
2467,1048.0,55,f,SP,roupas ,5,1,200,0,não,cancelado,,4
2468,1880.0,35,f,XX,ELETRONICOS,10,6,R$400,25.5,NAO,0,,0
2469,1554.0,35,,,Mercado,25,8,150,,NAO,1,,2
2470,1403.0,trinta,Feminino,ce,casa,-5,8,R$400,20,,nao,,10
2471,1891.0,35,M,,mercado,5,0,R$ 400,20,sim,sim,,4
2472,1864.0,30,,ce,,-5,8,0,20,nao,sim,,0
2473,1601.0,35,F,XX,eletronicos,0,6,150,10,,0,pago,10
2474,1340.0,30,Feminino,XX,Eletronicos,-5,0,300.0,gratis,SIM,cancelado,pendente,1
2475,1703.0,42,,,Roupas,-5,3,0,20,não,sim,,0
2476,1317.0,30,M,RJ,Roupas,,100,R$ 400,R$ 30,,cancelado,pago,1
2477,1617.0,22,Feminino,CE,mercado,-5,3,,,,sim,PAGO,10
2478,1381.0, 35 ,,SP,,0,4,50,gratis,Sim ,cancelado,cancelado,1
2479,1232.0,22,F, sp ,eletronicos,999,6,R$ 400,,,sim,,3
2480,1816.0, 35 ,Masculino,,Casa,-5,0,,20,sim,0,pago,10
2481,1552.0,trinta,Feminino,RJ,ELETRONICOS,0,3,150,25.5,nao,0,,10
2482,1855.0,42,Masculino,SP,Casa,15,6,R$ 400,,não,cancelado,,3
2483,1818.0, 35 ,m,CE,Casa,-5,5,0,20,nao,0,,2
2484,1182.0, 35 ,f,SP,Eletronicos,999,5,200,gratis,sim,1,,4
2485,2064.0,25,  M,RJ,Roup@,999,5,R$400,10,sim,nao,PAGO,2
2486,1396.0,18,f,XX,Roupas,15,100,300.0,,Sim ,0,pendente,
2487,1778.0,18,,SP,,,8,100,R$ 30,nao,cancelado,pendente,3
2488,1906.0,25,F,ce,casa,10,100,150,25.5,não,1,,2
2489,1126.0,35,Masculino,SP,casa,,100,quatrocentos,gratis,nao,0,pago,4
2490,1000.0,25,,XX,ELETRONICOS,10,6,0,0,,1,,3
2491,1018.0, 35 ,Masculino,,Roupas,-5,6,300,20,nao,1,,0
2492,1583.0, 35 ,,,Eletronicos,15,4,150,25.5,,sim,,2
2493,1455.0,25,,,mercado,25,0,100,10,SIM,nao,,3
2494,,25,,,eletronicos,10,2,,,nao,cancelado,pendente,0
2495,1444.0,35,Feminino,CE,Casa,5,5,50,0,não,1,,2
2496,1601.0,22,f,CE,,999,1,quatrocentos,,,nao,cancelado,10
2497,1102.0,42,m,SP,Casa,-5,2,0,20,não,1,pago,3
2498,1987.0,55,Masculino, sp ,Mercado,-5,1,100,25.5,,0,pago,3
2499,1519.0, 35 ,Feminino,CE,mercado,999,6,300.0,R$ 30,,cancelado,,10
2500,1858.0,42,m,ce,Mercado,2,2,0,gratis,SIM,nao,pendente,2
2501,1173.0,25,F,ce,Mercado,999,4,R$ 400,,Sim ,sim,,4
2502,2004.0,35,  M,PE,Roup@,25,5,0,20,não,cancelado,cancelado,4
2503,1430.0,30,Masculino,ce,casa,999,8,50,25.5,nao,cancelado,cancelado,10
2504,1726.0,35,,CE,Mercado,,1,0,20,nao,1,,2
2505,1849.0,30,m, sp ,Casa,5,5,150,R$ 30,SIM,nao,cancelado,2
2506,1989.0,30,,XX,Roupas,10,4,50,25.5,sim,sim,PAGO,3
2507,1638.0,42,Feminino,,Roupas,0,8,0,gratis,sim,0,,0
2508,1419.0,18,f,SP,Roup@,,8,0,20,,sim,cancelado,4
2509,1593.0,30,,XX,,999,0,50,,SIM,sim,,0
2510,1484.0,30,Masculino, sp ,Roupas,0,4,300,25.5,sim,0,pendente,0
2511,1411.0,22,Feminino,,,25,4,50,,não,1,pendente,4
2512,1935.0,30,,,Casa,10,5,,0,SIM,1,,2
2513,1331.0,22,  M,PE,casa,15,5,50,10,nao,1,pendente,4
2514,1654.0,30,Masculino,,casa,-5,3,R$ 400,R$ 30,,0,PAGO,10
2515,1040.0,trinta,F,CE,casa,-5,5,200,25.5,,0,pendente,0
2516,1958.0,55,f, sp ,eletronicos,10,5,R$ 400,,,sim,,3
2517,1104.0, 35 ,F,,mercado,15,0,R$ 400,25.5,não,1,pago,4
2518,1201.0,30,m,PE,eletronicos,10,8,50,25.5,NAO,1,pago,
2519,1449.0, 35 ,m,SP,eletronicos,5,0,300.0,20,Sim ,cancelado,,3
2520,1909.0,30,f,SP,eletronicos,0,5,R$400,R$ 30,nao,1,pago,2
2521,1209.0,22,Feminino,CE,Roupas,-5,2,R$ 400,10,nao,cancelado,cancelado,2
2522,1562.0,55,m,ce,roupas ,15,0,R$400,R$ 30,Sim ,sim,pago,10
2523,1712.0,22,M, sp ,Roupas,25,100,R$ 400,20,Sim ,1,PAGO,3
2524,1770.0,,M,PE,roupas ,999,2,150,,SIM,0,pendente,
2525,1453.0,22,,PE,Roupas,,1,300,25.5,NAO,cancelado,pago,0
2526,1666.0,30,,ce,Casa,-5,6,300.0,R$ 30,,1,pago,4
2527,1628.0,18,Masculino,ce,mercado,2,3,R$400,25.5,Sim ,0,,2
2528,1386.0,35,,,Eletronicos,10,1,R$400,10,não,1,PAGO,3
2529,1295.0,42,  M,,Eletronicos,25,6,150,0,nao,cancelado,,1
2530,1257.0, 35 ,,,eletronicos,10,0,300.0,20,Sim ,1,PAGO,4
2531,1267.0,trinta,  M,RJ,Eletronicos,2,100,300,0,NAO,1,pago,4
2532,1418.0,30,,RJ,mercado,5,6,100,R$ 30,não,sim,cancelado,1
2533,1234.0,22,F,CE,mercado,999,6,quatrocentos,25.5,não,0,pago,
2534,1985.0,18,, sp ,,-5,1,300,,SIM,cancelado,cancelado,2
2535,1573.0,22,  M,PE,ELETRONICOS,10,5,300,,,1,cancelado,2
2536,1048.0,55,Feminino,,Roup@,15,3,50,25.5,SIM,1,pendente,3
2537,1222.0,30,Masculino,SP,mercado,10,8,100,gratis,sim,0,,2
2538,1920.0,trinta,f,SP,,15,100,R$ 400,gratis,NAO,nao,pendente,
2539,1276.0,35,  M,XX,Roup@,999,6,150,0,,cancelado,pago,1
2540,1419.0,55,m,ce,Eletronicos,,5,150,gratis,não,sim,pago,1
2541,1610.0,25,,CE,Roup@,-5,8,50,,NAO,1,cancelado,
2542,1374.0,trinta,F,XX,roupas ,,100,,R$ 30,Sim ,1,PAGO,1
2543,1072.0,22,M,XX,Casa,,5,quatrocentos,10,,1,,4
2544,2053.0,55,F, sp ,Roup@,-5,5,0,R$ 30,nao,sim,,
2545,1194.0,35,,PE,Casa,-5,4,300.0,0,Sim ,cancelado,,3
2546,1846.0,18,Masculino,,eletronicos,999,5,150,R$ 30,nao,nao,cancelado,0
2547,2064.0,18,,SP,Eletronicos,10,8,300,gratis,,0,PAGO,4
2548,2086.0, 35 ,m,SP,Casa,999,3,R$ 400,gratis,sim,cancelado,PAGO,4
2549,1022.0,35,  M,SP,Mercado,2,4,,10,,1,PAGO,3
2550,1359.0,18,F,RJ,eletronicos,0,100,300.0,R$ 30,,0,PAGO,2
2551,2098.0,55,, sp ,Casa,5,2,300.0,10,não,sim,pago,
2552,1559.0, 35 ,  M,CE,ELETRONICOS,-5,0,300,,nao,0,,
2553,1671.0,,Masculino,SP,Roup@,10,100,,0,,sim,,10
2554,1678.0,18,f,SP,ELETRONICOS,25,5,150,20,não,nao,,3
2555,1439.0,trinta,M,CE,mercado,5,8,150,R$ 30,nao,0,pendente,2
2556,1932.0,30,Masculino,RJ,,2,6,R$400,,sim,1,pendente,3
2557,1006.0,25,,XX,,25,1,,,Sim ,cancelado,pendente,4
2558,1420.0,35,f,CE,,,0,200,R$ 30,não,1,cancelado,
2559,1832.0,55,,XX,roupas ,,100,R$400,10,,sim,pendente,10
2560,1558.0,30,F,ce,eletronicos,-5,1,,gratis,,1,,
2561,1913.0,22,f,,casa,,0,R$400,0,nao,nao,pendente,1
2562,2006.0,55,,SP,casa,15,3,150,20,NAO,0,pendente,4
2563,1125.0,18,f,CE,Casa,10,6,50,R$ 30,não,cancelado,pago,4
2564,1394.0,55,Masculino,,Roup@,15,0,50,0,nao,0,pendente,0
2565,1816.0,30,,,Eletronicos,-5,5,R$400,gratis,,cancelado,,4
2566,1880.0,22,M, sp ,casa,999,0,R$400,20,nao,1,pago,4
2567,1575.0, 35 ,M,ce,Eletronicos,5,8,100,20,Sim ,sim,PAGO,4
2568,1324.0,18,,,casa,25,8,200,,não,1,cancelado,10
2569,1929.0,42,,,,25,8,200,10,não,nao,pago,0
2570,1832.0,18,f,ce,eletronicos,,100,50,25.5,SIM,sim,pago,2
2571,2054.0,25,F,XX,casa,10,6,50,gratis,nao,1,,10
2572,1836.0,,,CE,mercado,0,6,quatrocentos,25.5,,1,,10
2573,1925.0,42,f,PE,Roupas,25,100,300,gratis,,1,cancelado,2
2574,1442.0,25,Feminino,SP,Casa,5,6,50,0,não,cancelado,pendente,
2575,1074.0,30,M,RJ,roupas ,5,8,,25.5,nao,0,PAGO,
2576,1556.0,35,,CE,casa,15,8,300.0,,sim,nao,,
2577,1362.0,22,Masculino,SP,Roup@,15,2,0,R$ 30,sim,0,,
2578,1447.0,30,m,CE,roupas ,-5,0,0,,NAO,sim,pago,0
2579,1261.0, 35 ,f,,Eletronicos,2,6,R$400,,não,1,PAGO,1
2580,1124.0,30,M,PE,ELETRONICOS,0,4,50,R$ 30,NAO,0,,2
2581,1910.0,trinta,,RJ,mercado,,8,,R$ 30,Sim ,sim,,
2582,1244.0,trinta,,CE,Mercado,5,0,150,20,nao,cancelado,cancelado,10
2583,1541.0,30,f,SP,Mercado,25,1,,10,Sim ,1,cancelado,10
2584,1484.0,35,F,RJ,roupas ,15,4,100,,SIM,1,,0
2585,1121.0,,,RJ,ELETRONICOS,15,4,,gratis,SIM,sim,pago,1
2586,1124.0,,f, sp ,Roup@,999,100,150,10,,1,cancelado,
2587,1169.0,trinta,,,roupas ,0,6,,gratis,não,cancelado,pago,1
2588,1123.0,18,m, sp ,Eletronicos,-5,4,,R$ 30,não,0,pendente,3
2589,2058.0,55,  M,SP,eletronicos,,1,300.0,20,,sim,pendente,
2590,1645.0,25,  M,SP,roupas ,10,0,quatrocentos,20,NAO,1,pago,3
2591,1785.0,trinta,f,XX,Mercado,5,100,50,20,,nao,,10
2592,1200.0,30,F,CE,Roupas,10,5,50,20,NAO,0,pendente,10
2593,1368.0,25,,CE,Mercado,999,5,R$400,,não,cancelado,,4
2594,1796.0,18,f,XX,ELETRONICOS,,0,300,20,,0,pendente,2
2595,1076.0,35,,,Eletronicos,25,0,,R$ 30,,0,,0
2596,1058.0,22,F,ce,Roup@,999,5,300.0,10,não,1,cancelado,4
2597,1430.0,,,CE,mercado,-5,4,200,0,SIM,0,,2
2598,1637.0,30,Masculino,ce,Casa,,6,200,25.5,SIM,nao,pago,10
2599,1108.0,18,  M,CE,Roupas,15,5,150,10,SIM,cancelado,pendente,3
2600,2007.0, 35 ,  M,,mercado,10,0,R$ 400,R$ 30,não,0,,0
2601,1067.0,42,,PE,roupas ,,100,300.0,25.5,,1,pendente,1
2602,2092.0,30,m,,Roupas,999,1,quatrocentos,0,NAO,0,cancelado,1
